# kongzi 204965 409936
1 (8, 7, 15, ('論', '氣', '不', '備', '論', '氣', '不', '論'))
2 (8, 7, 15, ('論', '性', '不', '論', '氣', '不', '備', '論'))
3 (8, 7, 15, ('氣', '不', '備', '論', '氣', '不', '論', '性'))
4 (8, 7, 15, ('性', '不', '論', '氣', '不', '備', '論', '氣'))
5 (8, 7, 15, ('備', '論', '氣', '不', '論', '性', '不', '明'))
6 (8, 7, 15, ('不', '論', '氣', '不', '備', '論', '氣', '不'))
7 (8, 7, 15, ('不', '備', '論', '氣', '不', '論', '性', '不'))
8 (8, 4, 15, ('鿡', '年', '鿡', '以', '上', '語', '類', '鿡'))
9 (8, 4, 15, ('發', '見', '而', '知', '其', '中', '之', '有'))
10 (8, 4, 15, ('所', '以', '正', '夫', '婦', '之', '倫', '也'))
11 (8, 4, 15, ('情', '發', '見', '而', '知', '其', '中', '之'))
12 (8, 4, 15, ('性', '與', '知', '覺', '有', '心', '之', '名'))
13 (8, 4, 15, ('年', '鿡', '以', '上', '語', '類', '鿡', '條'))
14 (8, 4, 15, ('壬', '午', '鿡', '月', '鿡', '日', '書', '云'))
15 (8, 4, 15, ('合', '虚', '與', '氣', '有', '性', '之', '名'))
16 (8, 4, 15, ('合', '性', '與', '知', '覺', '有', '心', '之'))
17 (8, 4, 15, ('之', '情', '發', '見', '而', '知', '其', '中'))
18 (8, 4, 15, ('之', '䘮', '則', '如', '之', '何', '孔', '子'))
19 (8, 4, 15, ('䘮', '則', '如', '之', '何', '孔', '子', '曰'))
20 (8, 3, 15, ('鿡', '行', '之', '生', '各', '鿡', '其', '性'))
21 (8, 3, 15, ('鿡', '是', '也', '書', '鿡', '月', '者', '鿡'))
22 (8, 3, 15, ('鿡', '日', '雨', '暘', '申', '省', '状', '照'))
23 (8, 3, 15, ('鿡', '性', '感', '動', '而', '善', '惡', '分'))
24 (8, 3, 15, ('鿡', '室', '之', '邑', '必', '有', '忠', '信'))
25 (8, 3, 15, ('鿡', '單', '鿡', '石', '鿡', '斗', '鿡', '升'))
26 (8, 3, 15, ('鿡', '分', '道', '理', '夜', '氣', '便', '添'))
27 (8, 3, 15, ('非', '禮', '勿', '言', '非', '禮', '勿', '動'))
28 (8, 3, 15, ('雨', '暘', '申', '省', '状', '照', '對', '本'))
29 (8, 3, 15, ('道', '理', '夜', '氣', '便', '添', '得', '鿡'))
30 (8, 3, 15, ('進', '得', '鿡', '分', '道', '理', '夜', '氣'))
31 (8, 3, 15, ('質', '之', '性', '善', '反', '之', '則', '天'))
32 (8, 3, 15, ('貢', '越', '席', '而', '對', '曰', '敢', '問'))
33 (8, 3, 15, ('諌', '曰', '此', '其', '妖', '歟', '武', '王'))
34 (8, 3, 15, ('自', '鿡', '月', '初', '鿡', '日', '以', '後'))
35 (8, 3, 15, ('臣', '有', '父', '母', '之', '䘮', '則', '如'))
36 (8, 3, 15, ('臣', '以', '禮', '臣', '事', '君', '以', '忠'))
37 (8, 3, 15, ('而', '臣', '有', '父', '母', '之', '䘮', '則'))
38 (8, 3, 15, ('而', '後', '有', '氣', '質', '之', '性', '善'))
39 (8, 3, 15, ('者', '幾', '孔', '子', '曰', '鿡', '請', '問'))
40 (8, 3, 15, ('禮', '廢', '者', '幾', '孔', '子', '曰', '鿡'))
41 (8, 3, 15, ('理', '夜', '氣', '便', '添', '得', '鿡', '分'))
42 (8, 3, 15, ('玩', '象', '玩', '數', '玩', '辭', '玩', '意'))
43 (8, 3, 15, ('父', '母', '之', '䘮', '則', '如', '之', '何'))
44 (8, 3, 15, ('氣', '質', '之', '性', '善', '反', '之', '則'))
45 (8, 3, 15, ('母', '之', '䘮', '則', '如', '之', '何', '孔'))
46 (8, 3, 15, ('有', '父', '母', '之', '䘮', '則', '如', '之'))
47 (8, 3, 15, ('有', '氣', '質', '之', '性', '善', '反', '之'))
48 (8, 3, 15, ('曰', '此', '其', '妖', '歟', '武', '王', '曰'))
49 (8, 3, 15, ('暘', '申', '省', '状', '照', '對', '本', '州'))
50 (8, 3, 15, ('日', '雨', '暘', '申', '省', '状', '照', '對'))
51 (8, 3, 15, ('方', '鿡', '里', '旁', '加', '鿡', '里', '為'))
52 (8, 3, 15, ('性', '善', '反', '之', '則', '天', '地', '之'))
53 (8, 3, 15, ('得', '鿡', '分', '道', '理', '夜', '氣', '便'))
54 (8, 3, 15, ('後', '有', '氣', '質', '之', '性', '善', '反'))
55 (8, 3, 15, ('形', '而', '後', '有', '氣', '質', '之', '性'))
56 (8, 3, 15, ('廢', '者', '幾', '孔', '子', '曰', '鿡', '請'))
57 (8, 3, 15, ('幾', '孔', '子', '曰', '鿡', '請', '問', '之'))
58 (8, 3, 15, ('孔', '子', '曰', '鿡', '請', '問', '之', '曰'))
59 (8, 3, 15, ('子', '貢', '越', '席', '而', '對', '曰', '敢'))
60 (8, 3, 15, ('太', '宗', '貞', '觀', '鿡', '年', '鿡', '月'))
61 (8, 3, 15, ('善', '反', '之', '則', '天', '地', '之', '性'))
62 (8, 3, 15, ('唐', '太', '宗', '貞', '觀', '鿡', '年', '鿡'))
63 (8, 3, 15, ('君', '使', '臣', '以', '禮', '臣', '事', '君'))
64 (8, 3, 15, ('反', '之', '則', '天', '地', '之', '性', '存'))
65 (8, 3, 15, ('則', '如', '之', '何', '孔', '子', '曰', '歸'))
66 (8, 3, 15, ('分', '道', '理', '夜', '氣', '便', '添', '得'))
67 (8, 3, 15, ('公', '鿡', '年', '胡', '安', '國', '傳', '曰'))
68 (8, 3, 15, ('僖', '公', '鿡', '有', '鿡', '年', '臣', '按'))
69 (8, 3, 15, ('使', '臣', '以', '禮', '臣', '事', '君', '以'))
70 (8, 3, 15, ('也', '壬', '午', '鿡', '月', '鿡', '日', '書'))
71 (8, 3, 15, ('之', '性', '善', '反', '之', '則', '天', '地'))
72 (8, 3, 15, ('之', '則', '天', '地', '之', '性', '存', '焉'))
73 (8, 3, 15, ('之', '䘮', '如', '之', '何', '孔', '子', '曰'))
1 (7, 7, 13, ('論', '氣', '不', '論', '性', '不', '明'))
2 (7, 7, 13, ('論', '氣', '不', '備', '論', '氣', '不'))
3 (7, 7, 13, ('論', '性', '不', '論', '氣', '不', '備'))
4 (7, 7, 13, ('申', '省', '状', '照', '對', '本', '州'))
5 (7, 7, 13, ('氣', '不', '備', '論', '氣', '不', '論'))
6 (7, 7, 13, ('性', '不', '論', '氣', '不', '備', '論'))
7 (7, 7, 13, ('唐', '太', '宗', '貞', '觀', '鿡', '年'))
8 (7, 7, 13, ('備', '論', '氣', '不', '論', '性', '不'))
9 (7, 7, 13, ('不', '論', '氣', '不', '備', '論', '氣'))
10 (7, 7, 13, ('不', '備', '論', '氣', '不', '論', '性'))
11 (7, 6, 13, ('則', '如', '之', '何', '孔', '子', '曰'))
12 (7, 6, 13, ('公', '鿡', '有', '鿡', '年', '臣', '按'))
13 (7, 5, 13, ('米', '鿡', '石', '鿡', '斗', '鿡', '升'))
14 (7, 4, 13, ('鿡', '年', '鿡', '以', '上', '語', '類'))
15 (7, 4, 13, ('鿡', '以', '上', '語', '類', '鿡', '條'))
16 (7, 4, 13, ('見', '而', '知', '其', '中', '之', '有'))
17 (7, 4, 13, ('虚', '與', '氣', '有', '性', '之', '名'))
18 (7, 4, 13, ('與', '知', '覺', '有', '心', '之', '名'))
19 (7, 4, 13, ('發', '見', '而', '知', '其', '中', '之'))
20 (7, 4, 13, ('由', '氣', '化', '有', '道', '之', '名'))
21 (7, 4, 13, ('由', '太', '虚', '有', '天', '之', '名'))
22 (7, 4, 13, ('持', '其', '志', '無', '暴', '其', '氣'))
23 (7, 4, 13, ('所', '以', '正', '夫', '婦', '之', '倫'))
24 (7, 4, 13, ('情', '發', '見', '而', '知', '其', '中'))
25 (7, 4, 13, ('性', '與', '知', '覺', '有', '心', '之'))
26 (7, 4, 13, ('年', '鿡', '以', '上', '語', '類', '鿡'))
27 (7, 4, 13, ('壬', '午', '鿡', '月', '鿡', '日', '書'))
28 (7, 4, 13, ('合', '虚', '與', '氣', '有', '性', '之'))
29 (7, 4, 13, ('合', '性', '與', '知', '覺', '有', '心'))
30 (7, 4, 13, ('午', '鿡', '月', '鿡', '日', '書', '云'))
31 (7, 4, 13, ('以', '正', '夫', '婦', '之', '倫', '也'))
32 (7, 4, 13, ('之', '情', '發', '見', '而', '知', '其'))
33 (7, 4, 13, ('之', '䘮', '則', '如', '之', '何', '孔'))
34 (7, 4, 13, ('䘮', '則', '如', '之', '何', '孔', '子'))
35 (7, 3, 13, ('鿡', '隂', '鿡', '陽', '之', '謂', '道'))
36 (7, 3, 13, ('鿡', '里', '旁', '加', '鿡', '里', '為'))
37 (7, 3, 13, ('鿡', '行', '之', '生', '各', '鿡', '其'))
38 (7, 3, 13, ('鿡', '石', '鿡', '斗', '鿡', '升', '半'))
39 (7, 3, 13, ('鿡', '月', '初', '鿡', '日', '以', '後'))
40 (7, 3, 13, ('鿡', '是', '也', '書', '鿡', '月', '者'))
41 (7, 3, 13, ('鿡', '日', '雨', '暘', '申', '省', '状'))
42 (7, 3, 13, ('鿡', '性', '感', '動', '而', '善', '惡'))
43 (7, 3, 13, ('鿡', '年', '胡', '安', '國', '傳', '曰'))
44 (7, 3, 13, ('鿡', '室', '之', '邑', '必', '有', '忠'))
45 (7, 3, 13, ('鿡', '單', '鿡', '石', '鿡', '斗', '鿡'))
46 (7, 3, 13, ('鿡', '分', '道', '理', '夜', '氣', '便'))
47 (7, 3, 13, ('非', '禮', '勿', '言', '非', '禮', '勿'))
48 (7, 3, 13, ('雨', '暘', '申', '省', '状', '照', '對'))
49 (7, 3, 13, ('道', '理', '夜', '氣', '便', '添', '得'))
50 (7, 3, 13, ('進', '得', '鿡', '分', '道', '理', '夜'))
51 (7, 3, 13, ('越', '席', '而', '對', '曰', '敢', '問'))
52 (7, 3, 13, ('質', '之', '性', '善', '反', '之', '則'))
53 (7, 3, 13, ('貢', '越', '席', '而', '對', '曰', '敢'))
54 (7, 3, 13, ('象', '玩', '數', '玩', '辭', '玩', '意'))
55 (7, 3, 13, ('諌', '曰', '此', '其', '妖', '歟', '武'))
56 (7, 3, 13, ('行', '之', '生', '各', '鿡', '其', '性'))
57 (7, 3, 13, ('自', '鿡', '月', '初', '鿡', '日', '以'))
58 (7, 3, 13, ('臣', '有', '父', '母', '之', '䘮', '則'))
59 (7, 3, 13, ('臣', '以', '禮', '臣', '事', '君', '以'))
60 (7, 3, 13, ('而', '臣', '有', '父', '母', '之', '䘮'))
61 (7, 3, 13, ('而', '聞', '之', '矣', '敢', '問', '何'))
62 (7, 3, 13, ('而', '後', '有', '氣', '質', '之', '性'))
63 (7, 3, 13, ('者', '幾', '孔', '子', '曰', '鿡', '請'))
64 (7, 3, 13, ('立', '鿡', '年', '為', '鿡', '兆', '焉'))
65 (7, 3, 13, ('禮', '廢', '者', '幾', '孔', '子', '曰'))
66 (7, 3, 13, ('禮', '勿', '言', '非', '禮', '勿', '動'))
67 (7, 3, 13, ('用', '之', '則', '行', '舍', '之', '則'))
68 (7, 3, 13, ('理', '夜', '氣', '便', '添', '得', '鿡'))
69 (7, 3, 13, ('玩', '象', '玩', '數', '玩', '辭', '玩'))
70 (7, 3, 13, ('父', '母', '之', '䘮', '則', '如', '之'))
71 (7, 3, 13, ('無', '聲', '之', '樂', '氣', '志', '既'))
72 (7, 3, 13, ('汪', '克', '寛', '曰', '春', '秋', '書'))
73 (7, 3, 13, ('氣', '質', '之', '性', '善', '反', '之'))
74 (7, 3, 13, ('母', '之', '䘮', '則', '如', '之', '何'))
75 (7, 3, 13, ('此', '其', '妖', '歟', '武', '王', '曰'))
76 (7, 3, 13, ('桎', '音', '只', '梏', '音', '谷', '於'))
77 (7, 3, 13, ('有', '父', '母', '之', '䘮', '則', '如'))
78 (7, 3, 13, ('有', '氣', '質', '之', '性', '善', '反'))
79 (7, 3, 13, ('曰', '此', '其', '妖', '歟', '武', '王'))
80 (7, 3, 13, ('暘', '申', '省', '状', '照', '對', '本'))
1 (6, 17, 11, ('如', '之', '何', '孔', '子', '曰'))
