0 kongzi 118 425606 851232
 0.1269   108    9   5  臣 若 水 通 曰
 0.1008   143    5   3  天 下 之
 0.0684    97    5   3  先 生 曰
 0.0550    78    5   3  天 地 之
 0.0522    74    5   3  聖 人 之
 0.0458    65    5   3  不 可 以
 0.0437    62    5   3  孔 子 曰
 0.0430    61    5   3  而 已 矣
 0.0423    60    5   3  不 可 不
 0.0381    54    5   3  朱 子 曰
 0.0374    53    5   3  不 足 以
 0.0359    51    5   3  而 不 能
 0.0317    45    5   3  君 子 之
 0.0310    44    5   3  之 道 也
 0.0296    42    5   3  未 嘗 不
 0.0289    41    5   3  如 何 曰
 0.0282    40    5   3  而 不 知
 0.0282    40    5   3  父 母 之
 0.0282    40    5   3  士 大 夫
 0.0261    37    5   3  先 王 之
 0.0258    10   21  11  是 此 港 之 不 可 不 浚 者 鿡 也
 0.0254    36    5   3  天 子 之
 0.0247    35    5   3  也 臣 按
 0.0247    35    5   3  之 不 可
 0.0247    35    5   3  不 知 其
 0.0240    34    5   3  也 是 故
 0.0233    33    5   3  聖 賢 之
 0.0233    33    5   3  之 事 也
 0.0226    16   11   6  臣 若 水 通 曰 此
 0.0226    16   11   6  也 臣 若 水 通 曰
 0.0219    31    5   3  鿡 代 之
 0.0216    23    7   4  聖 人 之 言
 0.0211    30    5   3  而 不 可
 0.0211    30    5   3  天 下 者
 0.0211    30    5   3  何 也 曰
 0.0211    15   11   6  以 上 語 類 鿡 條
 0.0207    22    7   4  仁 義 禮 智
 0.0204    29    5   3  諸 侯 之
 0.0197    28    5   3  也 聖 人
 0.0197    28    5   3  不 能 以
 0.0197    14   11   6  篇 名 其 鿡 章 曰
 0.0190    27    5   3  而 不 敢
 0.0190    27    5   3  卿 大 夫
 0.0190    27    5   3  也 然 則
 0.0190    27    5   3  也 君 子
 0.0190    27    5   3  不 得 已
 0.0188    20    7   4  鿡 年 鿡 月
 0.0188    20    7   4  不 可 以 不
 0.0183    26    5   3  而 天 下
 0.0183    26    5   3  曰 君 子
 0.0183    26    5   3  人 君 之
 0.0183    26    5   3  之 所 謂
 0.0179    19    7   4  聖 人 之 道
 0.0179    19    7   4  然 後 可 以
 0.0176    25    5   3  者 也 故
 0.0176    25    5   3  此 段 謂
 0.0176    25    5   3  孟 子 曰
 0.0176    25    5   3  孔 子 之
 0.0176    25    5   3  子 之 言
 0.0176    25    5   3  也 孔 子
 0.0176    25    5   3  之 至 也
